sample,spotsize,fluence,rep_rate,sig_bg,N,9.979,10B,10.035,10.433,11B,11/10B,11/10.035,11/9.979,11/10B2se,11/10.0352se,11/9.9792se,11/10Bc,[B],d11B,r2se,B/Ca,B/Ca_2sd,Dd11B,cald11B
nist612 - 51,75,6.28,6,100.64909027402236,53,2.9793625623533652e-05,0.008508053694130043,2.6173839977565803e-05,0.0,0.03890924005165535,4.573235421182538,1668.5658542346607,1439.834249764303,0.001996677333504916,173.5060151427678,163.9509713876013,4.038454705969733,0.0,-1.2897427411896478,0.4366006010223325,479.7922136672624,54.774618948084935,-4.411012468730527,3.121269727540879
nist612 - 52,75,6.169,6,97.91513605287354,53,2.146427549979235e-05,0.008465420279425004,1.747989334516222e-05,0.0,0.0387599176717422,4.578696296645437,3617.4191657112615,772.1181499079014,0.0018108710146113197,1522.6257349345274,3050.407412840129,4.04327700269859,0.0,-0.09718827238869299,0.3954992638271394,1042.9790172213497,441.74774156296536,-2.710996218404526,2.613807946015833
nist612 - 53,75,6.188,6,100.9785193623845,53,2.7919643537415578e-05,0.008495189247613477,2.4964034164372893e-05,0.0,0.038888689220150804,4.577606330019029,1938.9182320542623,1480.1881515607433,0.0017796918990139077,375.23999645785256,102.01280436298784,4.042451141083686,0.0,-0.30142393328680406,0.3887822085842208,482.9560443428107,96.19730912049364,-3.9743209309772256,3.6728969976904215
nist612 - 54,75,6.271,6,99.83916347251241,53,2.017635685943368e-05,0.008548571067495883,1.7770258168073854e-05,0.0,0.03913440563083625,4.577869011405463,3886.2880476149403,2449.9355571421515,0.0014548846985152318,2008.0186581244875,409.412799052218,4.04268311312186,0.0,-0.24405722478337832,0.3178082847915659,953.7087258336217,494.81972132838007,-2.6089412758112975,2.364884051027919
nist612 - 55,75,6.173,6,97.36652750262046,53,3.0187666627265014e-05,0.008087973257636763,2.6205842844821582e-05,0.0,0.03699540088687798,4.574060521934653,1563.044690309149,1438.9598259778966,0.0021204929333246054,163.56702995714323,309.0187557633365,4.039632554601298,0.0,-0.9984606554692688,0.46359092171078614,310.21151160581405,35.60169673791997,-4.621808047771735,3.623347392302466
nist612 - 56,75,6.022,6,100.07359140338563,53,2.230644991350458e-05,0.008481262273163629,1.9380467102674635e-05,0.0,0.03882050872368024,4.5772523481655,1171.2834348587096,1862.1513067823626,0.0022250898625750565,1278.1287523111396,641.5686031071222,4.04245145152864,0.0,-0.30134716021823493,0.48611911542671277,229.7141209237391,250.9024019416472,-5.730885849432599,5.429538689214364
nist612 - 57,75,6.315,6,102.27412549869298,53,2.8251265670821847e-05,0.008431427032688756,2.3416607764719716e-05,0.0,0.0385800889174948,4.57581629261274,2094.5548810459804,1176.9855069946946,0.002139492286025251,489.78160313782985,575.5665527371544,4.041924418459818,0.0,-0.43168249144509563,0.46756516197542203,502.19738440950897,119.79217847326949,-3.7733989569726827,3.341716465527587
nist612 - 58,75,6.174,6,99.83321237323041,53,2.212557211775657e-05,0.008430117097612273,2.1368532406955277e-05,0.0,0.03859483857452119,4.578241996868454,2292.9625006296255,2313.776626210671,0.001830598070026169,419.13400872805096,481.99550406156857,4.044067099161174,0.0,0.09820266272320133,0.39984738056186403,558.5926909138916,105.44398291219758,-3.556294499665519,3.6544971623887204
nist612 - 59,75,6.0,6,103.01613601768682,53,2.8885064325181024e-05,0.008408432695690114,2.486276582944925e-05,0.0,0.03845480618500696,4.573351110715627,1793.1796224750888,1618.7408375207997,0.002021497311916634,281.6446603148911,348.80250920248835,4.040167816566929,0.0,-0.8660903172292844,0.442016644464526,522.6109253592202,85.69792360652337,-4.193601278182928,3.327510960953644
nist612 - 60,75,6.023,6,100.12659987990841,53,2.030756837901958e-05,0.008405704084401945,1.8851241079516586e-05,0.0,0.03845203980831194,4.574604796755919,2953.5199918328613,2585.1446925254236,0.002090462287335606,939.5100379362688,573.7477030897783,4.041275341851878,0.0,-0.5921992022399625,0.45697112214328484,858.2297704080474,275.9805105386516,-3.041260256657896,2.4490610544179336
nist612 - 61,75,6.132,6,102.71339213251282,53,2.788927812372739e-05,0.008371978056990564,2.5164079266320255e-05,0.0,0.03830335063863204,4.575240516549132,1999.4938212638385,1548.4273275992946,0.0016388744376657721,603.9575434888316,158.73195997347017,4.04037935924798,0.0,-0.8137757908086574,0.3582050892707801,554.6675314117364,169.56658088578925,-3.892454951191602,3.0786791603829444
nist612 - 62,75,6.255,6,100.96889143620966,53,2.187638881650323e-05,0.00845159606876196,1.8471025888199102e-05,0.0,0.03868267089002634,4.576910862345382,4730.26285994261,2103.993077007827,0.002225757095465791,3928.73943102788,279.08778339049036,4.041854435946912,0.0,-0.4489891739650753,0.4863011674046956,1308.4858446063072,1088.5159366023374,-2.3630420564642316,1.9140528824991563
nist612 - 63,75,6.128,6,104.04621130041545,53,2.7352912171285634e-05,0.008439238514594695,2.4651690539243664e-05,0.0,0.03861543180379743,4.575856337565324,1776.8927701022583,1631.900002960663,0.0018739740304867336,248.48327659420866,267.86936974143555,4.040898465048406,0.0,-0.6854008738579331,0.40953515413113234,478.22412491970306,70.57001502556635,-4.220308476925993,3.53490760306806
nist612 - 64,75,6.041,6,101.62108854803813,53,2.1181306918501013e-05,0.008398146291602562,1.992970341156515e-05,0.0,0.038450441969968344,4.578701425412626,2465.5995401321125,2316.324139519436,0.0018712658560724408,500.2329791475832,413.95006691774125,4.043410937090132,0.0,-0.06406628381327995,0.4086892073124871,662.8790209722299,138.06773407188612,-3.3954439383737727,3.3313776545604927
nist612 - 65,75,6.143,6,104.47760271744215,53,2.7913207564229224e-05,0.008324841577954236,2.5069716825200506e-05,0.0,0.038096223407907435,4.5764571334808295,1642.1094667590712,655.8354866311255,0.0018446293453991242,136.55419961550587,1765.112087138464,4.041950104487144,0.0,-0.4253303342892645,0.4030692939094807,434.152689957662,41.49635057903773,-4.461354439755055,4.03602410546579
nist612 - 66,75,6.124,6,101.74414410584383,53,1.994064629263811e-05,0.008311730527529142,1.8530729902187197e-05,0.0,0.03803133846270349,4.575806252340339,430.13974677872693,2346.509889001932,0.001990980112160219,6477.062547399588,370.84594940655813,4.041375242969362,0.0,-0.5674936457814583,0.43511023027732293,113.60554372045732,1710.6854705172414,-13.201031644561734,12.633537998780277
nist612 - 67,75,6.357,6,104.20582628778133,53,2.6358806054650687e-05,0.008294564909849152,2.101902513747611e-05,0.0,0.03795853016918117,4.57632397751232,3030.7685876607447,1664.5341135541837,0.0022844322599615123,1799.453824872462,194.15416568765687,4.042297704063935,0.0,-0.33936892379071715,0.49918499459107896,822.2716138141194,489.7412176222625,-2.9955045472750386,2.6561356234843214
nist612 - 68,75,6.295,6,101.34680968746562,53,2.1580458599996472e-05,0.008239377519057118,1.7459749927641782e-05,0.0,0.03770197294423067,4.575873698865439,2927.6001894601086,2219.8814097509608,0.0015619115036313218,1255.9344780957322,360.43761526608677,4.04189996991106,0.0,-0.43772862002577906,0.341336235748506,795.7829247443179,343.4424071731157,-3.0571462493309207,2.6194176293051417
nist612 - 69,75,6.054,6,103.94043998163386,53,2.7841405146189143e-05,0.008199744982254663,2.4167259394014783e-05,0.0,0.03749300922507042,4.572424518061169,1773.0856872823072,1452.0636696244514,0.0018935960275084014,212.21242806338688,121.27353503585267,4.0388532853418475,33.849332093096656,-1.1911740221511868,0.4141339064272486,0.0,0.0,-4.226621075033015,3.0354470528818283
nist612 - 70,75,6.383,6,103.93789421802683,53,2.4368299832971905e-05,0.008339972169740159,1.9384374040903135e-05,0.0,0.03815412608968129,4.575078418035112,1990.2527513399316,1912.6842000728277,0.0019508069230131505,1136.6495669982153,354.20838027065844,4.041197493012502,0.0,-0.6114512280916973,0.426398576103746,0.0,0.0,-3.904626377207806,3.2931751491161085
